-1,1,1,500,6,1.0,0,1.0,3.0,0,0,20,0,0,4,20
-1,2,1,500,5,1.0,0,3.0,5.0,0,0,20,0,0,5,20
-1,3,1,600,5,1.0,0,1.5,5.0,5,0,20,0,0,1,20
-1,4,1,800,5,1.0,0,2.0,5.0,0,0,20,0,0,1,4
-1,5,1,700,8,0.5,0,1.0,5.0,0,0,20,0,0,1,5
-1,6,1,700,8,1.0,0,2.0,5.0,0,0,20,0,0,1,6
-1,7,1,1000,8,0.5,300,2.0,5.0,0,0,20,0,0,2,7
-1,8,1,118,9,1.0,0,2.0,5.0,0,0,20,0,0,1,8
-1,9,1,119,10,1.0,0,2.0,5.0,0,0,20,0,0,1,9
-1,10,1,700,11,1.0,0,2.0,5.0,0,0,20,0,0,1,10
-1,11,1,121,12,1.0,0,2.0,5.0,0,0,20,0,0,1,11
-1,12,1,300,13,1.0,0,2.0,5.0,0,0,20,0,0,1,12
-1,13,1,3000,12,1.0,0,2.0,5.0,0,0,20,0,0,5,13
-1,14,1,1200,13,1.0,0,2.0,5.0,0,0,20,0,0,1,30
-1,15,1,500,14,1.0,0,2.0,5.0,0,0,20,0,0,1,30
-1,16,1,1400,12,1.0,0,2.0,5.0,0,300,20,180,0,12,30
-1,17,1,1600,15,1.0,0,2.0,7.0,0,250,20,350,150,12,50
-1,18,1,150,3,1.0,0,2.0,20.0,3,0,0,0,0,2,0
-1,19,1,2200,10,1.0,0,2.0,2.0,0,180,20,350,0,25,50
-1,20,1,1800,10,1.0,0,2.0,0.0,0,250,20,450,0,20,50
-1,21,1,500,5,1.0,0,2.0,0.0,0,0,0,0,0,0,0
-1,22,1,850,10,1.0,0,2.0,4.0,0,0,0,0,0,8,20
-1,23,1,700,30,1.0,0,2.0,0.0,0,0,0,0,0,10,20
-1,24,1,1100,10,1.0,0,2.0,8.0,0,380,20,180,0,15,20
-1,25,1,1,35,1.0,0,2.0,0.0,0,0,0,0,0,2,20
-1,26,1,1,50,1.0,0,2.0,0.0,0,0,0,0,0,8,20
-1,27,1,1800,16,1.0,0,2.0,3.5,0,250,25,350,200,30,20
-1,28,1,3000,20,1.0,0,2.0,0.0,0,0,0,3000,0,40,20
-1,29,1,2800,20,1.0,0,2.0,0.0,0,0,0,3000,0,40,20
-1,30,1,4000,18,1.0,0,2.0,0.0,0,0,0,5000,0,50,20
-1,31,1,2600,16,1.0,0,2.0,7.0,0,280,20,350,150,15,20
-1,32,1,3500,15,1.0,0,2.0,2.7,0,0,0,5000,0,50,20
-1,33,1,250,4,1.0,0,2.0,6.0,0,0,0,0,0,2,20
-1,34,1,3800,16,1.0,0,2.0,1.5,0,250,20,400,0,30,20
-1,35,1,4500,10,1.0,0,0.0,9.0,0,500,30,350,0,100,20
C0L1S3,1,1,500,0,1.0,0,1.0,3.0,0,0,0,0,0,1,0
-1,36,1,9000,18,1.0,0,2.0,0.0,0,350,25,10000,300,100,20
-1,37,1,800,12,1.0,0,0.8,0.0,0,0,0,0,0,5,20
-1,38,1,3,1,1.0,0,2.0,5.0,0,0,0,0,0,50,0
-1,39,1,1,999999,1.0,0,2.0,5.0,0,0,0,0,0,50,0
-1,40,1,7000,18,1.0,1,0.0,7.0,0,300,30,6000,0,80,0
-1,41,1,3800,16,1.0,1,0.0,0.0,0,250,20,450,0,30,0
-1,42,1,1800,18,1.0,1,0.0,0.0,0,0,0,3000,0,25,0
-1,43,1,1800,18,1.0,1,0.0,0.0,0,0,0,3000,0,25,0
C1L1S4_t,17,1,1200,4,1.0,0,2.0,5.0,0,600,20,120,0,10,30
test5,16,1,1000,8,1.0,0,2.0,5.0,0,300,20,180,0,10,20
test5,24,1,33,8,1.0,0,2.0,6.0,0,0,0,0,0,1,20
test5,34,1,4000,16,1.0,0,2.0,1.5,0,350,25,6000,300,50,20
test2,17,1,1300,5,1.0,0,1.0,5.0,0,500,20,180,0,10,20
C4L1S15,18,1,300,8,1.0,0,2.0,20.0,3,0,0,0,0,2,0
C4L1S15,22,1,1000,12,1.0,0,1.0,5.0,0,200,20,1000,1000,4,20
C4L1S15,16,1,1500,15,1.0,0,2.0,5.0,0,300,20,240,0,15,30
C4L1S15,24,1,1500,15,1.0,0,2.0,8.0,0,380,20,240,0,15,20
C4L1S15,20,1,1800,20,1.0,0,2.0,0.0,0,250,20,450,0,20,50
C4L1S15,27,1,1800,20,1.0,0,2.0,3.5,0,250,25,350,200,20,20
C4L1S5,42,1,1800,14,1.0,1,0.0,0.0,0,0,0,3000,0,20,0
C4L1S5,43,1,1800,14,1.0,1,0.0,0.0,0,0,0,3000,0,20,0
-1,44,1,5000,8,1.0,0,2.0,2.7,0,0,0,5000,0,5,0
-1,45,1,5500,10,1.0,0,2.0,1.5,0,250,20,400,0,5,0
-1,46,1,7000,12,1.0,0,0.0,9.0,0,500,30,350,0,5,20
palace1,1,1,500,5,1.0,0,1.0,3.0,0,0,20,0,0,5,0
palace1,2,1,400,3,1.0,0,3.0,5.0,0,0,20,0,0,5,0
palace1,18,1,200,2,1.0,0,2.0,20.0,3,0,0,0,0,5,0
palace1,22,1,800,5,1.0,0,1.0,5.0,0,200,20,0,0,5,0
palace1,16,1,1400,6,1.0,0,2.0,5.0,0,300,20,240,0,5,0
palace1,24,1,1400,6,1.0,0,2.0,8.0,0,380,20,240,0,5,0
